frame,id,x1,y1,x2,y2,confidence,class_id
729,6,637.0706787109375,590.5462646484375,814.0704345703125,701.754150390625,1.0,29
730,6,636.5343017578125,587.6663818359375,814.4719848632812,701.4000854492188,1.0,29
731,6,632.8702392578125,588.2411499023438,817.8221435546875,701.8861083984375,1.0,29
732,6,636.462158203125,590.3949584960938,810.9942626953125,699.8482666015625,1.0,29
733,6,626.6618041992188,586.3758544921875,826.2111206054688,704.5220947265625,1.0,29
734,6,624.4017333984375,584.9319458007812,821.5118408203125,707.6213989257812,1.0,29
735,6,626.950439453125,583.356689453125,819.1375122070312,705.9526977539062,1.0,29
736,6,625.68115234375,582.5717163085938,816.3309326171875,704.2608642578125,1.0,29
737,6,621.879638671875,581.7041015625,810.9971923828125,702.5934448242188,1.0,29
738,6,624.5065307617188,583.2075805664062,804.7395629882812,701.7057495117188,1.0,29
739,6,620.5748291015625,589.0151977539062,804.3396606445312,702.2395629882812,1.0,29
740,6,620.8388671875,587.78271484375,801.9056396484375,703.384521484375,1.0,29
741,6,618.2586059570312,589.8740844726562,800.6697387695312,704.0015258789062,1.0,29
742,6,612.62939453125,592.2142333984375,793.6766967773438,705.2415771484375,1.0,29
743,6,610.7813110351562,593.63525390625,790.2464599609375,705.446044921875,1.0,29
744,6,607.7393188476562,593.2665405273438,788.2470703125,707.2482299804688,1.0,29
745,6,604.0296020507812,593.984130859375,790.04443359375,706.74853515625,1.0,29
746,6,598.6865844726562,595.7839965820312,787.3170776367188,710.9474487304688,1.0,29
-1,6,598.6865844726562,595.7839965820312,787.3170776367188,710.9474487304688,1.0,29
-1,6,598.6865844726562,595.7839965820312,787.3170776367188,710.9474487304688,1.0,29
-1,6,598.6865844726562,595.7839965820312,787.3170776367188,710.9474487304688,1.0,29
750,6,592.2162475585938,583.4492797851562,784.2258911132812,712.63623046875,1.0,29
751,6,589.7515869140625,589.192626953125,778.3176879882812,711.9959106445312,1.0,29
752,6,582.8243408203125,588.5440063476562,769.475830078125,713.2788696289062,1.0,29
753,6,581.4215698242188,590.8700561523438,771.5947265625,713.2659301757812,1.0,29
754,6,573.7442016601562,584.83544921875,772.3869018554688,713.008544921875,1.0,29
-1,6,573.7442016601562,584.83544921875,772.3869018554688,713.008544921875,1.0,29
-1,6,573.7442016601562,584.83544921875,772.3869018554688,713.008544921875,1.0,29
-1,6,573.7442016601562,584.83544921875,772.3869018554688,713.008544921875,1.0,29
-1,6,573.7442016601562,584.83544921875,772.3869018554688,713.008544921875,1.0,29
759,6,562.8576049804688,593.1181640625,760.6749877929688,719.300537109375,1.0,29
760,6,559.927734375,585.7705078125,758.9573974609375,719.4697265625,1.0,29
